r203c5|III.1.2|Loughran||computer science|0|med|patterns captured in information and models as ideas grow complex
r204c3|X.2|apparatus|||0|high|in-sheet label heading the responsible-wealth-transfer row
r204c4|III.2.SO|Loughran||economics;sociology|0|med|picnic parable of resource capture and market economy at social level
r204c5|III.4|Loughran|||0|med|moves from righteous anger to love for the rich kids as the right response
r204c6|III.2.SO|Loughran||economics;sociology|0|med|reads the parable as global resource and carbon injustice
r204c7|III.2.SO|Loughran||economics|0|med|calls for responsible wealth transfer and introduces the Uganda case
r204c8|III.2.C|Loughran||economics;sociology|0|high|community energy mortgage model as social business at communal level
r205c3|X.2|apparatus|||0|high|in-sheet label introducing candidate book titles
r205c4|I.4.3|Loughran||computer science;sociology|0|med|candidate book title naming networked communities as the project
r205c5|Z|Loughran|||0|low|two-word dismissal of his own title with no placeable content
r205c6|I.4.3|Loughran||computer science;sociology|0|med|further candidate titles on building and networking rich communities
r205c7|I.4.3|Loughran|||0|low|asks what the key practical points of the guide would be
r205c8|I.4.3|Loughran||sociology|0|high|practical steps for building and networking a rich community
r206c3|I.4.2|Loughran||sociology|0|med|heads an ordered set of rhetorical strategies for the network argument
r206c4|I.4.2|Loughran|||0|med|first rhetorical move: contact with information makes choices better
r206c5|III.2.X|Loughran|Dennett;Dawkins|chemistry;biology;sociology|0|high|information shapes choice at molecular cellular and social levels alike
r207c3|X.2|apparatus|||0|high|continuation label for the ordered rhetorical strategies
r207c4|III.2.SO|Loughran||sociology|0|med|intelligence operates socially in evolved and designed contexts
r207c5|III.2.SO|Loughran|Pentland|sociology|0|high|social physics idea flow via weak and strong ties
r207c6|I.2.3|Loughran|Kuhn|sociology|0|med|whose filter judges information that subverts a shared narrative
r207c8|I.2.2|Loughran||sociology;history|1|med|asks for an example: Amash signal reaching the Freedom Caucus
r208c3|I.4|Loughran|MacIntyre|sociology|0|med|craft-tradition advocates have interpreted; the point is to build it
r209c3|III.2.X|Loughran||chemistry|0|med|molecular self-assembly images as a cross-scale structure claim
r209c4|III.2.C|Loughran||sociology|0|med|intelligent self-assembly of social life by grasping the meme
r209c5|I.4|Loughran||computer science|0|low|names the project as self-assembly of an algorithm for progress
r209c6|I.4.1|Loughran||computer science;sociology;economics|0|med|AI-assisted meme design as the mode of social self-assembly
r209c7|I.4|Loughran|||0|med|asks who designs the memes and toward what end
r209c8|I.4|Loughran||theology;sociology|0|med|answer: foster diverse communities that compare notes and filter information
r209c10|III.2.X|Loughran||chemistry;sociology|0|high|DNA folding analogy for community patterns and the intellectual-honesty meme
r210c3|III.3|Loughran||philosophy;sociology|0|high|objection: meme talk makes humans codeable machines; what of dignity
