r522c6|I.4.2|Loughran||theology|0|med|asks whether his own voice would draw people to love; register of public address
r522c7|I.1|Loughran||theology|0|med|urgency of need and failure of existing Catholic and PoP attempts
r522c8|I.1|Loughran||theology|0|med|stakes: success would eventually require new catechism and revised magisterial method
r522c9|I.2|Loughran|MacIntyre;Aquinas|sociology;computer science|1|high|write the paper; new Summa as MacIntyre's reading of Aquinas needing social foundation
r523c3|III.2.SO|Loughran|Howard Bloom|biology;sociology|0|med|Lucifer Principle superorganism-idea-pecking order read as tending toward unity
r523c4|III.2.X|Loughran||physics;chemistry;biology|0|med|unification ladder from Big Bang particles to genes to superorganisms to memes
r524c3|II.4|Loughran|Rich Lowry||0|high|source pointer to Lowry's A Defense of Nationalism and CSPAN interview
r524c4|I.1|Loughran||sociology|0|high|nationalism defined against empire; international order of nations
r524c5|I.1|Loughran||theology|1|med|note to read LR first; is preferring one's own people a crime against human dignity
r524c7|III.3|Loughran|Howard Bloom|biology;theology|0|med|natural order as nature-as-crime; having to achieve love; original sin
r525c3|II.4|Loughran|Michael Malice||0|high|source pointer to Malice Cato interview on The Anarchist Handbook
r526c3|III.2.S|Loughran|Wolfram|physics;computer science|0|med|Tomkow's AIT account of laws of nature paralleled to Wolfram irreducibility
r526c4|III.2.S|Loughran||physics;computer science|1|med|indeterministic computational matrix with qbits; constructor theory; note to learn this
r526c7|III.1|Loughran||computer science|0|high|start from consciousness as foundation of information per pCRm; agency non-emergent
r526c9|III.1.1|Loughran|Wolfram;Hawkins|neuroscience;computer science|0|high|against cognition-from-connectedness; awareness fundamental and assembled by relationship
r526c13|III.1.1|Loughran||computer science;sociology|0|med|two rival accounts of Cs: fundamental underlier vs energetically delimited emergent
r526c15|III.2.S|Loughran|Wolfram|physics;computer science|0|high|QM and GR fall out of a computationally bounded observer's slice
r527c3|I.4.2|Loughran||neuroscience|1|med|note on how to present the dNEC paper: full paper plus shorter guide or deck
r528c3|III.2.N|Loughran||biology|0|high|a model is a myelinated subset of the connectome; pre-arranged information flow
r529c3|III.4|Loughran|Fredrickson|biology;psychology|0|high|reading note on Love 2.0: love as fleeting emotion with a shared biological basis
r529c4|III.4|Loughran|Fredrickson|theology;psychology|0|high|can one be loving with no human present; loving relation to a perceived personal network
r529c5|III.4|Loughran|Fredrickson|theology|0|med|caution against premature Christian absorption of Fredrickson's new paradigm
r529c6|III.2.P|Loughran|Fredrickson|biology;psychology|0|med|no account of psychological maturity is responsible without interactive biology
r530c3|I.2.4|MacIntyre|MacIntyre|philosophy|0|high|QUOTED where only competing incompatible justifications exist there are no justifications
r530c4|I.2.4|Loughran|MacIntyre;Singer|philosophy|1|high|M credits Singer: dignity justifications rest on premises as controversial as conclusion
r530c5|III.3|Loughran|MacIntyre|biology|0|high|against M that dignity is merely negative; rights as needs grounded in human goods
r530c6|III.3|Loughran|MacIntyre;Aquinas|philosophy|0|high|Aquinas on dignity had in virtue of potency; TL notes potency is itself an actuality
r531c3|II.4|Warren Weaver?||neuroscience|0|med|QUOTED Brain Initiative goals citing a 1934 Weaver report via Sloan Gold Mass slide
r531c9|III.3|Loughran||philosophy;biology|0|high|dignity grounded in capacity for conscious participation; teleology everywhere; AI dignity
r531c13|I.1|Pope Francis||philosophy;sociology|0|high|QUOTED Laudato Si 106 on the technoscientific paradigm imposed as epistemology
r531c14|I.1|Loughran||sociology;economics|0|high|reply to Francis: the fault is fractured disciplinary science not science as such
r532c3|II.4|Loughran|Carroll;Anil Seth||0|high|source pointer to Carroll Mindscape episode with Anil Seth
r533c3|III.1.1|Loughran|Carroll;Anil Seth;Wolfram|physics|0|high|Carroll and Seth as physicalists weighing weak emergence and irreducible complexity
r533c4|III.1|Loughran||physics;philosophy|0|high|conscious properties emergent from a fundamental reality that is itself conscious
r533c5|III.2.N|Loughran|Hawkins|neuroscience;physics|0|high|cortical columns and split hemispheres as multiple conscious agents voting
r533c6|III.1.1|Loughran|Hoffman;Hawkins;Wolfram|neuroscience;computer science|1|high|write to Hawkins and Hoffman; the brain model is itself a model in the brain
r534c4|I.3.3|Loughran||biology;sociology|1|med|biotech association narrative as bona fides in front of a book on the tradition detector
r534c5|I.4.3|Loughran||sociology|1|med|broader impacts NSF and peer review; guidance on funding rich community formation
r535c3|II.4|Loughran|Brandeis||0|med|bare source pointer: Brandeis on states as little laboratories
r536c3|I.4.2|Loughran|Brian Christian|sociology|0|med|Christian on race blindness; argument must be a signpost not an argument from authority
r536c4|I.2.4|Loughran|Brian Christian|computer science|0|med|the impossibility of any neutral account of fairness across rival formal criteria
