r29c9|III.2.N|Loughran||biology|1|med|to-do find biologist allowing empirical Lamarckian evolution; no sub-neuronal rung
r129c7|III.2.N|Loughran|Harari|neuroscience;psychology|0|med|whole nervous system as the calculator whose output is emotion
r165c3|III.2.X|Loughran||biology;theology|0|med|evolution thought praxis and culture as parallel ways love orders being
r165c4|III.2.X|Loughran||computer science;philosophy|0|med|AI as a further phase of that ordering; computational thinking vs thought
r188c5|III.2.N|Loughran||neuroscience;computer science|0|high|credit assignment analogy; little stupid neurons do not generalise
r188c6|III.2.X|Loughran||computer science|1|med|to-do enhance AI by importing human capabilities; look up ENDOR
r188c7|III.2.X|Loughran||computer science|0|med|fragment continuing prior cell: enhance human beings in return
r188c8|III.2.X|Loughran||computer science;sociology|0|high|what if the neurons were people; neuron to society to culture analogy
r188c9|III.2.X|Loughran||computer science;sociology|0|high|thompson sampling aligns individual and group selection; culture in evolution
r206c5|III.2.X|Loughran|Dennett;Dawkins|biology;sociology|0|high|information meets choice at molecular cellular and social levels alike
r209c3|III.2.X|Loughran||chemistry|0|med|self-assembled monolayers as productive change of structure across scales
r209c10|III.2.X|Loughran||chemistry;sociology|0|med|STM and DNA-folded patterns extended to an imagined DNA for a community
r216c4|III.2.N|Loughran|Carroll|neuroscience|0|high|32-neuron system distinguishing self from external stimuli
r217c4|III.2.X|Loughran||philosophy;computer science|0|high|thinking as computing; HIFNRC networks give social storage of results
r217c6|III.2.X|Loughran||computer science;sociology|0|high|one large computational system assembled biologically socially and digitally
r218c3|III.2.X|Loughran||philosophy;computer science|0|high|names the HCM cluster: computable universe computable goods ordinary life
r220c4|III.2.B|Loughran|Hawkins|neuroscience|0|high|multiple neocortical models compete and vote in a prediction network
r220c5|III.2.N|Loughran|Hawkins|neuroscience|0|med|uniform neocortex vs diverse old brain; grid cell structure carried through
r220c6|III.2.N|Loughran|Hawkins|neuroscience|0|high|synapse counts dendritic spikes and inhibitory speed at the neuron level
r220c9|III.2.N|Loughran|Hawkins|neuroscience;computer science|0|med|need time-based prediction engines; scaling CNNs is the wrong path
r220c10|III.2.N|Loughran|Hawkins|neuroscience;computer science|0|high|sparse population codes over 2 percent of neurons; robustness properties
r220c11|III.2.B|Loughran|Hawkins|neuroscience|0|high|incorporate 1000 brains theory and the way the brain votes among columns
r220c12|III.2.N|Loughran|Hawkins|neuroscience|0|high|synaptogenesis is learning; silent synapses give instant memory
r220c13|III.2.B|Loughran|Hawkins|neuroscience|0|high|every column of cells in neocortex forms its own representation; voting
r220c14|III.2.N|Loughran|Hawkins|neuroscience;computer science|0|med|intelligence needs movement embodiment and knowing where each part is
r220c17|III.2.N|Loughran|Hawkins|neuroscience;biology|0|med|fear of death as genetically programmed old-brain response
r221c4|III.2.N|Loughran|Hawkins|neuroscience|0|med|neuron and synapse counts with cortical sheet dimensions
r221c5|III.2.N|Loughran|Hawkins|neuroscience|0|low|fragment: different areas of neocortex do different things but...
r221c6|III.2.N|Loughran|Hawkins|neuroscience|0|high|sparse distributed representation as the brain's equivalent of the bit
r222c5|III.2.N|Loughran||neuroscience|0|med|connectome scale: 50k cells and a billion synapses per cubic millimetre
r222c6|III.2.N|Loughran||neuroscience|0|med|mapping the brain needs more digital information than exists today
r231c8|III.2.N|Loughran|Carroll|neuroscience|0|high|duplicate of r216c4: 32-neuron self vs external stimulus discrimination
r235c4|III.2.X|Loughran|Wolfram|computer science;philosophy|0|high|computational irreducibility; no bright line to mere computation
r235c5|III.2.X|Loughran|Wolfram|computer science;philosophy|0|high|rock vs a trillion souls differs in history not in observable complexity
r247c7|III.2.0|Loughran||neuroscience;physics|0|high|N-column cell of the 8x3 ladder table at sheet row 248; grid stays whole
r247c8|III.2.0|Loughran||neuroscience|0|high|B-column cell of the ladder table; source of the column rung but part of the grid
r248c7|III.2.0|Loughran||neuroscience;philosophy|0|high|N-column cell of the response pass of the ladder table at sheet row 249
r249c3|III.2.0|Loughran|||0|high|row label for the third AI-reflection pass of the ladder table
r249c5|III.2.0|Loughran||computer science;philosophy|0|med|I-column cell of the AI-reflection pass: nature is artifice and we are already AI
r249c6|III.2.0|Loughran||computer science;theology|0|med|S-column cell of the AI-reflection pass: co-calculation as co-creation
r250c3|III.2.0|Loughran|||0|med|duplicate of the third-pass row label one sheet row below the table
r251c8|III.2.X|Loughran||computer science|0|high|AI at hardware software and cloud levels; can serve across every rung
r253c7|III.2.X|Loughran||physics;philosophy|0|high|matrix multiplication as the unifying theme running through all the layers
r255c4|III.2.N|Loughran||neuroscience|0|high|transduction to action potentials with millivolt thresholds
r255c5|III.2.N|Loughran||neuroscience|0|high|the twelve cranial nerves listed with a mnemonic
r255c6|III.2.N|Loughran||neuroscience|0|high|synaptic transmission and myelination as an experience-grown fast pathway
r255c7|III.2.X|Loughran||physics;biology|0|high|particles in space-time self-assemble up through neurons to larger clusters
r255c8|III.2.B|Loughran|Hawkins|neuroscience|0|high|1mm^2 stacks of 150k neurons each acting as a little brain; 1000 brain theory
r267c5|III.2.N|Loughran||neuroscience|0|med|split brain studies and conjoined twins suggest separate persons
r267c6|III.2.N|Loughran||neuroscience|0|med|interpreter effect: one side interprets action it was cut off from
r286c4|III.2.X|Loughran||philosophy;theology|0|high|demands an account of information processing at every level incl original Cs
r288c9|III.2.N|Loughran||neuroscience|0|med|shared brain control of limbs; three monkey brains driving one effector
r289c7|III.2.N|Loughran|Chollet;Fridman|computer science;biology|0|med|human priors encoded slowly by evolution through low-bandwidth DNA
r290c4|III.2.N|Loughran|Hinton|neuroscience;computer science|0|high|a thought is an activity pattern in biological or artificial neurons
r295c4|III.2.X|Loughran||philosophy|0|med|computation experienced across the emergent spectrum of created consciousness
r295c5|III.2.N|Loughran||biology|0|med|biology as self-assembling and self-replicating; no sub-neuronal rung so filed at N
r295c7|III.2.B|Loughran|Hawkins|neuroscience|0|high|bare label naming the 1000 Brain Theory of intelligence
r295c8|III.2.B|Loughran||neuroscience|0|med|label: at neuronal stack unit level; the stack is the cortical column
r295c9|III.2.B|Loughran||neuroscience|0|high|label: resolving stacks by voting; the inter-column vote
r307c7|III.2.N|Loughran|Anil Seth|neuroscience|0|med|interoception nonconsciously tracks bodily states and aligns with perception
r308c3|III.2.N|Loughran||neuroscience;computer science|0|high|backpropagation is not how the brain corrects error
r308c4|III.2.N|Loughran||neuroscience|0|high|predictive processing sends predictions down to near-sensory neurons
r308c5|III.2.N|John Light||neuroscience|0|high|QUOTED Light on the amygdala learning of threat half a second earlier
r308c7|III.2.N|John Light||neuroscience|0|high|QUOTED Light: the predictive path is nothing like backprop in current ML
r309c7|III.2.X|Loughran||physics;computer science|0|med|priors across disciplines; big bang conditions as a first computation step
r314c4|III.2.N|Loughran|Hawkins|neuroscience|0|med|grid cells evolved for navigation and reused throughout the neocortex
r314c6|III.2.N|Loughran|Hawkins|neuroscience;biology|0|med|neocortex grew rapidly by replication of its basic unit
r314c7|III.2.B|Loughran|Hawkins|neuroscience|0|high|thousands of columns each model their inputs and each unit votes
r314c9|III.2.N|Loughran|Hawkins|neuroscience|0|med|one learning algorithm; grid cells as a general purpose reference frame
r314c10|III.2.N|Loughran|Hawkins|neuroscience;computer science|0|med|CNNs lack assigned reference frames; brains cannot be smart without one
r314c11|III.2.N|Loughran|Hawkins|neuroscience|0|med|egocentric vs object-centric reference frames; capacity as a dimension
r314c13|III.2.N|Loughran|Hawkins|neuroscience|0|med|abstract reference frames; knowledge as information assigned to a frame
r325c3|III.2.X|Loughran||physics;neuroscience;computer science|1|med|to-do write short summaries of each contributing field from Cs and QG to AI
r325c4|III.2.X|Loughran|||1|med|to-do make a map of the interlinkages between those field summaries
r325c5|X.2|apparatus|||0|med|stray header stub CS beginning the unwritten summary table called for in r325c3
r325c6|X.2|apparatus|||0|med|stray header stub QG the second item of that same unwritten summary table
r328c4|III.2.N|Loughran|Godel|neuroscience;philosophy|0|med|brain stores Godelian not Shannon information; it is not a Turing machine
r328c5|III.2.N|Loughran|Nicolelis|neuroscience|0|med|brain nets; basic unit of intelligence is a many-neuron distributed system
r328c8|III.2.N|Loughran|Nicolelis|neuroscience|0|med|diseases as hypersynchrony; spinal defib chip disrupts parkinsons
r337c4|III.2.B|Loughran|Dennett|neuroscience;philosophy|0|med|consciousness as interplay of competing models across neocortical columns
r341c12|III.2.N|Loughran||neuroscience;philosophy|0|med|30W brains express rather than create the limits of our conscious perspective
r353c4|III.2.N|Loughran||neuroscience|0|med|TMS of the temporal lobe and the so-called God spot
r354c4|III.2.N|Loughran||neuroscience|0|med|a third of neocortex serves vision; objects and colour constructed in 100ms
r357c5|III.2.N|Loughran|Hoffman|neuroscience|0|high|correlation without published causation in Cs-brain studies (V4 and MT)
r367c3|III.2.N|Loughran||neuroscience|0|high|default mode network shows shared narrative response across languages
r367c4|III.2.N|Loughran||neuroscience|0|high|German translation of the r367c3 default mode network note
r371c5|III.2.X|Loughran||philosophy;theology|0|high|limited perspective and cellularization drive efficiency at every level
r371c8|III.2.X|Loughran||philosophy|0|high|parallel processing by cellularization expressed in brains and societies alike
r372c4|III.2.X|Loughran||philosophy;biology|0|high|to live is to calculate; cells members communities and memes all alive
r373c6|III.2.X|Loughran||physics;neuroscience|0|high|extend social information processing to quantum physics and Cs studies
r379c9|III.2.N|Loughran||neuroscience;theology|0|med|split brain may leave theological difference between the hemispheres
r385c8|III.2.N|Loughran|Graziano|neuroscience;philosophy|0|med|embodied cognition partly accepted; some brain models implicit not explicit
r386c5|III.2.N|Loughran|Koch|neuroscience|0|high|cerebellar neuron count vs cortex; Cs seems to need the posterior hot zone
r386c6|III.2.N|Loughran|Koch|neuroscience|0|high|zap and zip magnetic pulse test for presence of consciousness
r388c4|III.2.N|Loughran|Koch;Crick|neuroscience|0|high|the search for neural correlates of consciousness and what lies past it
r390c4|III.2.N|Loughran||neuroscience|0|high|counts of sensory input fibres: 1M visual 1M body 30K auditory
r390c5|III.2.B|Loughran|Hawkins|neuroscience|0|med|cortical columns using hippocampal grid cells do sensorimotor sequences
r390c6|III.2.N|Loughran|Hawkins|neuroscience|0|med|cortex borrows grid cells to locate everything relative to everything
r390c9|III.2.B|Loughran|Hawkins|neuroscience|0|high|column specs 1mm^2 by 2mm and 100k neurons; every column learns whole models
r393c12|III.2.X|Loughran||physics;neuroscience;computer science|0|high|one account of information must work at social physical neural and cognitive levels
r393c14|III.2.X|Loughran||physics;neuroscience;computer science|0|high|information-as-awareness paradigm advances physics neuroscience and AI together
r399c3|III.2.X|Loughran|Hawkins|neuroscience;sociology|0|high|programme note: extend Hawkins brain theory to social and global intelligence
r399c4|III.2.N|Loughran|Hawkins|neuroscience|0|med|brain models are memories: hierarchical auto-associative and media-invariant
r399c7|III.2.N|Loughran|Hawkins|neuroscience;computer science|0|med|brains lack energy and time to compute predictions the way computers do
r399c8|III.2.B|Loughran|Hawkins|neuroscience|0|high|thousands of whole predictions in parallel reconciled by a vote among columns
r399c10|III.2.B|Loughran|Hawkins|neuroscience|0|high|the calculating unit is a 1mm^2 six-layered stack; business card analogy
r399c12|III.2.B|Loughran|Hawkins|neuroscience|0|med|all the cortical stacks and their interconnections are essentially the same
r399c14|III.2.N|Loughran||neuroscience|0|med|symmetry broken by sensory pathways hemispheres and the corpus callosum
r399c16|III.2.B|Loughran||neuroscience|0|high|columns are interchangeable; rewiring sensory input changes what a region does
r399c17|III.2.B|Loughran|Hawkins|neuroscience|0|high|identical columns take all senses and each builds a whole model shared back
r399c19|III.2.B|Loughran|Hawkins|neuroscience|0|high|why a thousand and not ten thousand brains: sparseness limits active columns
r399c21|III.2.B|Loughran||neuroscience;philosophy|0|med|the brain as a supported community of column calculators; are they conscious
r399c23|III.2.B|Loughran||neuroscience|0|med|columns need more input than the senses supply; sharing within and between columns
r399c25|III.2.N|Loughran||neuroscience|0|low|transitional passage taking a shortcut past the sensory hierarchy detail
r400c3|III.2.B|Loughran||neuroscience;philosophy|0|med|higher ideas shared across columns; brains as communities of conscious calculators
r400c5|III.2.X|Loughran||neuroscience;sociology|0|high|brain and intelligence as community phenomena; could we be a network of persons
r400c8|III.2.B|Loughran||neuroscience|0|med|ideas processed by a network of similar prediction engines feeding each other
r401c7|III.2.X|Loughran||physics;neuroscience|0|med|hologram analogy reached upward from neuroscience not down from physics
r401c12|III.2.X|Loughran|||1|med|next steps note: grid cells pattern recognition and whether societies do the same
r402c3|III.2.N|Loughran||neuroscience;philosophy|0|med|are ideas run on sense circuitry; there is no sense organ for ideas
r402c4|III.2.N|Loughran||neuroscience;biology|0|med|neocortex is recent and mammalian; older brains sensed well without it
r402c7|III.2.N|Loughran||neuroscience|0|high|place grid position and border cells doing location maths in the old brain
r402c9|III.2.N|Loughran||neuroscience|0|med|grid cells found in the neocortex too fed by the same connectome
r402c10|III.2.N|Loughran||neuroscience|0|med|cortical memory builds predictive models on grid cells; dogs predict too
r402c12|III.2.N|Loughran||neuroscience|0|med|dogs cannot tease; humans lead on cortical mass to body mass ratio
r405c4|III.2.N|Loughran|Friston|neuroscience|0|med|free energy minimisation as the flip side of maximising prediction
r415c4|III.2.N|Loughran||neuroscience;computer science|0|med|neuralink bandwidth outruns the brain's processing rate; grid computing as act
r439c4|III.2.N|Loughran||neuroscience|0|high|blindsight bypasses V1 leaving patient-specific residual visual capacities
r451c4|III.2.N|Loughran||neuroscience|0|high|dendrites as pattern recognisers; twenty synapses is the optimal cluster
r451c6|III.2.N|Loughran||neuroscience|0|high|inhibitory dendrites and basket cells as unlearned gatekeepers of signal
r451c8|III.2.N|Loughran||neuroscience|0|high|many-to-many neuron clusters; most neuron activity is silent prediction
r451c9|III.2.N|Loughran||neuroscience|0|high|back action potentials condition synapses for hebbian learning
r451c10|III.2.N|Loughran||neuroscience|0|high|unpredicted input stirs maximal neuronal activity
r451c11|III.2.N|Loughran||neuroscience|0|high|the multistage predictive neuron is far richer than input-output models
r468c5|III.2.B|Loughran|Hawkins;McFadden|neuroscience;physics|0|med|could an EM field integrate the votes of 1000-brain columns; CEMI and EMCCs
r486c17|III.2.X|Loughran|Hawkins|neuroscience;theology|0|med|columns as analogy for our being part of a higher perspective's single life
r494c12|III.2.X|Loughran|Hawkins|physics;sociology|0|high|voting all the way down: QM observation column voting and tradition encounter
r500c4|III.2.N|Loughran|Levin|biology|0|med|gap junctions merge cells into one larger self; no cell rung so filed at N
r500c5|III.2.N|Loughran|Levin|biology|0|med|cancer as collapse of the gap-junction self back into plural cells
r500c6|III.2.N|Loughran|Levin;Carroll|biology|0|med|bioelectric environment as software sitting above genetic hardware
r500c7|III.2.N|Loughran|Levin|biology;computer science;philosophy|0|med|biology and CS both study information processing; ethics of hybrid agents
r506c5|III.2.N|Loughran|Solms|neuroscience;psychology|0|med|raw affect restores homeostasis where no cognitive analogue is available
r507c4|III.2.B|Loughran|Hawkins;Mountcastle|neuroscience|0|high|150k columns of 100k neurons on one shared algorithm; wiring differentiates
r509c4|III.2.N|Loughran|Hawkins|neuroscience|0|med|the whole brain predicts; tie it to constant self-justification theory
r509c5|III.2.N|Loughran|Hawkins|neuroscience|0|med|entorhinal and hippocampal place and grid cells ground the predictive algorithm
r509c6|III.2.N|Loughran|Hawkins|neuroscience;philosophy|0|med|thought is brain activity; on pCRm brain activity is equally thought
r509c9|III.2.B|Loughran|Hawkins|neuroscience|0|high|summary of 1000 brains: 150k independent model constructors and sparseness
r511c4|III.2.X|Loughran|Howard Bloom|physics;biology;sociology;history|0|high|five-element pattern claimed to work in physics biology sociology and history
r513c4|III.2.N|Loughran||neuroscience;computer science|0|high|dopamine as temporal difference learning updating predictions
r517c7|III.2.X|Perez|Perez|physics|0|med|QUOTED modularity principles from the unbinding at the big bang
r517c10|III.2.X|Perez|Perez|physics;chemistry|0|med|QUOTED modularity principles three to six on fluid media and selective binding
r517c13|III.2.X|Perez|Perez|biology;chemistry|0|med|QUOTED principles seven to nine on adaptivity and the adjacent possible
r517c15|III.2.X|Perez|Perez|biology|0|med|QUOTED tenth principle: lipids encapsulate and DNA preserves learning
r517c17|III.2.X|Perez|Perez|biology|0|med|QUOTED generative modularity and the eleventh principle on symbiosis
r517c19|III.2.X|Perez|Perez|biology|0|med|QUOTED twelfth principle: innovation is contextual
r517c20|III.2.X|Perez|Perez|biology|0|med|thirteenth principle: ubiquity follows predictive fit with environment
r517c21|III.2.X|Perez|Perez|computer science;biology|0|med|nature computes massively in parallel; fourteenth principle on decoupling
r523c4|III.2.X|Loughran||physics;biology|0|high|one unification series from big bang through genes and superorganisms to memes
r528c3|III.2.N|Loughran||neuroscience|0|med|a model is biologically a myelinated subset of the connectome
r533c5|III.2.B|Loughran|Hawkins|neuroscience;philosophy|0|high|150k columns each giving a whole account resolved by voting; are they conscious
r554c12|III.2.X|Loughran||sociology;philosophy|0|med|broad definition of social information processing; on pCRm that is all of it
r560c4|III.2.N|Loughran|William Miller|biology|0|med|every cell intelligent and aware; no sub-neuronal rung so filed at N
r560c6|III.2.N|Loughran|William Miller|biology|0|med|superorganism of 100 trillion self-referential cells; filed at nearest rung N
r581c6|III.2.N|Loughran|Pope Francis|neuroscience;theology|0|med|neuroscience shows much processing runs with no awareness of it at all
r589c3|III.2.B|Loughran||neuroscience;philosophy|0|med|columns present pictures to hemispheres as hemispheres do to the whole brain
r589c4|III.2.B|Loughran||neuroscience;philosophy|0|high|if hemispheres are conscious why not the neocortical columns below them
r589c8|III.2.N|Loughran|Levin;Friston|neuroscience;physics|0|low|active inference and selfhood set beside the principle of least action
r590c6|III.2.N|Loughran|Deacon|neuroscience;biology|0|high|microgenesis: thought as differentiation; neurons never change strategy
r590c7|III.2.N|Loughran|Deacon;Levin|biology;neuroscience|0|med|memory as compression; voltage patterns as the interface of stored information
r590c8|III.2.N|Loughran|Deacon;Sheldrake|biology|0|med|teleodynamic maps built by differentiation against preformationism; no cell rung
r593c4|III.2.X|Loughran|Levin|biology;philosophy|0|med|all cognitive agents are collective intelligences; a claim true at every rung
r595c4|III.2.X|Lyon?||biology|0|med|QUOTED aim to sketch a multidisciplinary approach to cognition across fields
r595c5|III.2.X|Lyon?||biology|0|med|QUOTED simpler life's information dynamics as a continuum with human cognition
r595c7|III.2.N|Lyon?||biology;neuroscience|0|med|QUOTED C elegans connectome mapped but behaviour still unexplained
r595c9|III.2.N|Loughran||biology|0|med|potassium signalling in B subtilis biofilms as in neurons; bacteria have no rung
r595c11|III.2.N|Loughran||biology|0|med|biofilm potassium waves synchronise feeding; filed at nearest rung N
r595c12|III.2.N|Loughran||biology|0|med|light-driven membrane potential memory imprinted in biofilms; nearest rung N
r595c13|III.2.N|Loughran||biology;computer science|0|med|bacterial membrane potential as a paradigm for memory-capable biocomputing
r595c18|III.2.X|Lyon?|Aristotle|biology;philosophy|0|med|QUOTED the long unsettled dispute over what cognition is and where it is found
r595c20|III.2.X|Lyon?||biology|0|med|QUOTED phyletically neutral definition of cognition with TL's proposed revision
r595c21|III.2.X|Lyon?||biology;philosophy|0|med|QUOTED cognition as necessary to any autonomous biological system
r595c23|III.2.N|Lyon?||biology|0|med|QUOTED quorum sensing by bacterial autoinducers; no sub-neuronal rung exists
r595c24|III.2.X|Loughran|Damasio|biology;philosophy|0|med|holding know-how in dispositions compared to virtue; do cells have habits
r595c25|III.2.N|Lyon?||biology|0|med|QUOTED cognitive lens: development inherits unicellular cognitive endowments
r596c3|III.2.X|Loughran|McGilchrist;Wolfram|neuroscience;physics|0|med|asks whether hemispheric difference tracks the two requirements for observers
r596c4|III.2.X|Loughran|Hoffman;Wolfram|physics;neuroscience|0|high|links hemispheric complementarity to quantum and relativistic perspectives
r597c3|III.2.N|McGilchrist|McGilchrist|neuroscience|0|med|QUOTED musical instruments are present to the right hemisphere as living things
r609c5|III.2.X|Lyon?||biology|0|med|QUOTED working definition of cognition and of information for an organism
r609c9|III.2.X|Lyon?||biology|0|med|QUOTED the cognitive lens applied across the life sciences
r609c13|III.2.X|Lyon?||biology;philosophy|0|med|QUOTED repeat of the cognition definition and the prokaryote concession
r609c16|III.2.X|Lyon?||biology|0|med|QUOTED basal cognition brings disparate life sciences into contact
r612c4|III.2.N|Loughran|Levin|biology|0|med|evolution as an intelligence ratchet raising competency while shedding information
r614c5|III.2.X|Loughran|McGilchrist|neuroscience;sociology|0|high|right-left brain cycle applied to social information processing and rationality
